feature_id	simulated_effect	nominal_log2_fold_change
ENSG90000001304	null_or_subject_noise	0.0
ENSG90000001305	null_or_subject_noise	0.0
ENSG90000001306	null_or_subject_noise	0.0
ENSG90000001307	null_or_subject_noise	0.0
ENSG90000001308	null_or_subject_noise	0.0
ENSG90000001309	null_or_subject_noise	0.0
ENSG90000001310	null_or_subject_noise	0.0
ENSG90000001311	null_or_subject_noise	0.0
ENSG90000001312	null_or_subject_noise	0.0
ENSG90000001313	null_or_subject_noise	0.0
ENSG90000001314	null_or_subject_noise	0.0
ENSG90000001315	null_or_subject_noise	0.0
ENSG90000001316	null_or_subject_noise	0.0
ENSG90000001317	null_or_subject_noise	0.0
ENSG90000001318	null_or_subject_noise	0.0
ENSG90000001319	null_or_subject_noise	0.0
ENSG90000001320	null_or_subject_noise	0.0
ENSG90000001321	null_or_subject_noise	0.0
ENSG90000001322	null_or_subject_noise	0.0
ENSG90000001323	null_or_subject_noise	0.0
ENSG90000001324	null_or_subject_noise	0.0
ENSG90000001325	null_or_subject_noise	0.0
ENSG90000001326	null_or_subject_noise	0.0
ENSG90000001327	null_or_subject_noise	0.0
ENSG90000001328	null_or_subject_noise	0.0
ENSG90000001329	null_or_subject_noise	0.0
ENSG90000001330	null_or_subject_noise	0.0
ENSG90000001331	null_or_subject_noise	0.0
ENSG90000001332	null_or_subject_noise	0.0
ENSG90000001333	null_or_subject_noise	0.0
ENSG90000001334	null_or_subject_noise	0.0
ENSG90000001335	null_or_subject_noise	0.0
ENSG90000001336	null_or_subject_noise	0.0
ENSG90000001337	null_or_subject_noise	0.0
ENSG90000001338	null_or_subject_noise	0.0
ENSG90000001339	null_or_subject_noise	0.0
ENSG90000001340	null_or_subject_noise	0.0
ENSG90000001341	null_or_subject_noise	0.0
ENSG90000001342	null_or_subject_noise	0.0
ENSG90000001343	null_or_subject_noise	0.0
ENSG90000001344	null_or_subject_noise	0.0
ENSG90000001345	null_or_subject_noise	0.0
ENSG90000001346	null_or_subject_noise	0.0
ENSG90000001347	null_or_subject_noise	0.0
ENSG90000001348	null_or_subject_noise	0.0
ENSG90000001349	null_or_subject_noise	0.0
ENSG90000001350	null_or_subject_noise	0.0
ENSG90000001351	null_or_subject_noise	0.0
ENSG90000001352	null_or_subject_noise	0.0
ENSG90000001353	null_or_subject_noise	0.0
ENSG90000001354	null_or_subject_noise	0.0
ENSG90000001355	null_or_subject_noise	0.0
ENSG90000001356	null_or_subject_noise	0.0
ENSG90000001357	null_or_subject_noise	0.0
ENSG90000001358	null_or_subject_noise	0.0
ENSG90000001359	null_or_subject_noise	0.0
ENSG90000001360	null_or_subject_noise	0.0
ENSG90000001361	null_or_subject_noise	0.0
ENSG90000001362	null_or_subject_noise	0.0
ENSG90000001363	null_or_subject_noise	0.0
ENSG90000001364	null_or_subject_noise	0.0
ENSG90000001365	null_or_subject_noise	0.0
ENSG90000001366	null_or_subject_noise	0.0
ENSG90000001367	null_or_subject_noise	0.0
ENSG90000001368	null_or_subject_noise	0.0
ENSG90000001369	null_or_subject_noise	0.0
ENSG90000001370	null_or_subject_noise	0.0
ENSG90000001371	null_or_subject_noise	0.0
ENSG90000001372	null_or_subject_noise	0.0
ENSG90000001373	null_or_subject_noise	0.0
ENSG90000001374	null_or_subject_noise	0.0
ENSG90000001375	null_or_subject_noise	0.0
ENSG90000001376	null_or_subject_noise	0.0
ENSG90000001377	null_or_subject_noise	0.0
ENSG90000001378	null_or_subject_noise	0.0
ENSG90000001379	null_or_subject_noise	0.0
ENSG90000001380	null_or_subject_noise	0.0
ENSG90000001381	null_or_subject_noise	0.0
ENSG90000001382	null_or_subject_noise	0.0
ENSG90000001383	null_or_subject_noise	0.0
ENSG90000001384	null_or_subject_noise	0.0
ENSG90000001385	null_or_subject_noise	0.0
ENSG90000001386	null_or_subject_noise	0.0
ENSG90000001387	null_or_subject_noise	0.0
ENSG90000001388	null_or_subject_noise	0.0
ENSG90000001389	null_or_subject_noise	0.0
ENSG90000001390	null_or_subject_noise	0.0
ENSG90000001391	null_or_subject_noise	0.0
ENSG90000001392	null_or_subject_noise	0.0
ENSG90000001393	null_or_subject_noise	0.0
ENSG90000001394	null_or_subject_noise	0.0
ENSG90000001395	null_or_subject_noise	0.0
ENSG90000001396	null_or_subject_noise	0.0
ENSG90000001397	null_or_subject_noise	0.0
ENSG90000001398	null_or_subject_noise	0.0
ENSG90000001399	null_or_subject_noise	0.0
ENSG90000001400	null_or_subject_noise	0.0
ENSG90000001401	null_or_subject_noise	0.0
ENSG90000001402	null_or_subject_noise	0.0
ENSG90000001403	null_or_subject_noise	0.0
ENSG90000001404	null_or_subject_noise	0.0
ENSG90000001405	null_or_subject_noise	0.0
ENSG90000001406	null_or_subject_noise	0.0
ENSG90000001407	null_or_subject_noise	0.0
ENSG90000001408	null_or_subject_noise	0.0
ENSG90000001409	null_or_subject_noise	0.0
ENSG90000001410	null_or_subject_noise	0.0
ENSG90000001411	null_or_subject_noise	0.0
ENSG90000001412	null_or_subject_noise	0.0
ENSG90000001413	null_or_subject_noise	0.0
ENSG90000001414	null_or_subject_noise	0.0
ENSG90000001415	null_or_subject_noise	0.0
ENSG90000001416	null_or_subject_noise	0.0
ENSG90000001417	null_or_subject_noise	0.0
ENSG90000001418	null_or_subject_noise	0.0
ENSG90000001419	null_or_subject_noise	0.0
ENSG90000001420	null_or_subject_noise	0.0
ENSG90000001421	null_or_subject_noise	0.0
ENSG90000001422	null_or_subject_noise	0.0
ENSG90000001423	null_or_subject_noise	0.0
ENSG90000001424	null_or_subject_noise	0.0
ENSG90000001425	null_or_subject_noise	0.0
ENSG90000001426	null_or_subject_noise	0.0
ENSG90000001427	null_or_subject_noise	0.0
ENSG90000001428	null_or_subject_noise	0.0
ENSG90000001429	null_or_subject_noise	0.0
ENSG90000001430	null_or_subject_noise	0.0
ENSG90000001431	null_or_subject_noise	0.0
ENSG90000001432	null_or_subject_noise	0.0
ENSG90000001433	null_or_subject_noise	0.0
ENSG90000001434	null_or_subject_noise	0.0
ENSG90000001435	null_or_subject_noise	0.0
ENSG90000001436	null_or_subject_noise	0.0
ENSG90000001437	null_or_subject_noise	0.0
ENSG90000001438	null_or_subject_noise	0.0
ENSG90000001439	null_or_subject_noise	0.0
ENSG90000001440	null_or_subject_noise	0.0
ENSG90000001441	null_or_subject_noise	0.0
ENSG90000001442	null_or_subject_noise	0.0
ENSG90000001443	null_or_subject_noise	0.0
ENSG90000001444	null_or_subject_noise	0.0
ENSG90000001445	null_or_subject_noise	0.0
ENSG90000001446	null_or_subject_noise	0.0
ENSG90000001447	null_or_subject_noise	0.0
ENSG90000001448	null_or_subject_noise	0.0
ENSG90000001449	null_or_subject_noise	0.0
ENSG90000001450	null_or_subject_noise	0.0
ENSG90000001451	null_or_subject_noise	0.0
ENSG90000001452	null_or_subject_noise	0.0
ENSG90000001453	null_or_subject_noise	0.0
ENSG90000001454	null_or_subject_noise	0.0
ENSG90000001455	null_or_subject_noise	0.0
ENSG90000001456	null_or_subject_noise	0.0
ENSG90000001457	null_or_subject_noise	0.0
ENSG90000001458	null_or_subject_noise	0.0
ENSG90000001459	null_or_subject_noise	0.0
ENSG90000001460	null_or_subject_noise	0.0
ENSG90000001461	null_or_subject_noise	0.0
ENSG90000001462	null_or_subject_noise	0.0
ENSG90000001463	null_or_subject_noise	0.0
ENSG90000001464	null_or_subject_noise	0.0
ENSG90000001465	null_or_subject_noise	0.0
ENSG90000001466	null_or_subject_noise	0.0
ENSG90000001467	null_or_subject_noise	0.0
ENSG90000001468	null_or_subject_noise	0.0
ENSG90000001469	null_or_subject_noise	0.0
ENSG90000001470	null_or_subject_noise	0.0
ENSG90000001471	null_or_subject_noise	0.0
ENSG90000001472	null_or_subject_noise	0.0
ENSG90000001473	null_or_subject_noise	0.0
ENSG90000001474	null_or_subject_noise	0.0
ENSG90000001475	null_or_subject_noise	0.0
ENSG90000001476	null_or_subject_noise	0.0
ENSG90000001477	null_or_subject_noise	0.0
ENSG90000001478	null_or_subject_noise	0.0
ENSG90000001479	null_or_subject_noise	0.0
ENSG90000001480	null_or_subject_noise	0.0
ENSG90000001481	null_or_subject_noise	0.0
ENSG90000001482	null_or_subject_noise	0.0
ENSG90000001483	null_or_subject_noise	0.0
ENSG90000001484	null_or_subject_noise	0.0
ENSG90000001485	null_or_subject_noise	0.0
ENSG90000001486	null_or_subject_noise	0.0
ENSG90000001487	null_or_subject_noise	0.0
ENSG90000001488	null_or_subject_noise	0.0
ENSG90000001489	null_or_subject_noise	0.0
ENSG90000001490	null_or_subject_noise	0.0
ENSG90000001491	null_or_subject_noise	0.0
ENSG90000001492	null_or_subject_noise	0.0
ENSG90000001493	null_or_subject_noise	0.0
ENSG90000001494	null_or_subject_noise	0.0
ENSG90000001495	null_or_subject_noise	0.0
ENSG90000001496	null_or_subject_noise	0.0
ENSG90000001497	null_or_subject_noise	0.0
ENSG90000001498	null_or_subject_noise	0.0
ENSG90000001499	null_or_subject_noise	0.0
ENSG90000001500	null_or_subject_noise	0.0
ENSG90000001501	null_or_subject_noise	0.0
ENSG90000001502	null_or_subject_noise	0.0
ENSG90000001503	null_or_subject_noise	0.0
ENSG90000001504	null_or_subject_noise	0.0
ENSG90000001505	null_or_subject_noise	0.0
ENSG90000001506	null_or_subject_noise	0.0
ENSG90000001507	null_or_subject_noise	0.0
ENSG90000001508	null_or_subject_noise	0.0
ENSG90000001509	null_or_subject_noise	0.0
ENSG90000001510	null_or_subject_noise	0.0
ENSG90000001511	null_or_subject_noise	0.0
ENSG90000001512	null_or_subject_noise	0.0
ENSG90000001513	null_or_subject_noise	0.0
ENSG90000001514	null_or_subject_noise	0.0
ENSG90000001515	null_or_subject_noise	0.0
ENSG90000001516	null_or_subject_noise	0.0
ENSG90000001517	null_or_subject_noise	0.0
ENSG90000001518	null_or_subject_noise	0.0
ENSG90000001519	null_or_subject_noise	0.0
ENSG90000001520	null_or_subject_noise	0.0
ENSG90000001521	null_or_subject_noise	0.0
ENSG90000001522	null_or_subject_noise	0.0
ENSG90000001523	null_or_subject_noise	0.0
ENSG90000001524	null_or_subject_noise	0.0
ENSG90000001525	null_or_subject_noise	0.0
ENSG90000001526	null_or_subject_noise	0.0
ENSG90000001527	null_or_subject_noise	0.0
ENSG90000001528	null_or_subject_noise	0.0
ENSG90000001529	null_or_subject_noise	0.0
ENSG90000001530	null_or_subject_noise	0.0
ENSG90000001531	null_or_subject_noise	0.0
ENSG90000001532	null_or_subject_noise	0.0
ENSG90000001533	null_or_subject_noise	0.0
ENSG90000001534	null_or_subject_noise	0.0
ENSG90000001535	null_or_subject_noise	0.0
ENSG90000001536	null_or_subject_noise	0.0
ENSG90000001537	null_or_subject_noise	0.0
ENSG90000001538	null_or_subject_noise	0.0
ENSG90000001539	null_or_subject_noise	0.0
ENSG90000001540	null_or_subject_noise	0.0
ENSG90000001541	null_or_subject_noise	0.0
ENSG90000001542	null_or_subject_noise	0.0
ENSG90000001543	null_or_subject_noise	0.0
ENSG90000001544	null_or_subject_noise	0.0
ENSG90000001545	null_or_subject_noise	0.0
ENSG90000001546	null_or_subject_noise	0.0
ENSG90000001547	null_or_subject_noise	0.0
ENSG90000001548	null_or_subject_noise	0.0
ENSG90000001549	null_or_subject_noise	0.0
ENSG90000001550	null_or_subject_noise	0.0
ENSG90000001551	null_or_subject_noise	0.0
ENSG90000001552	null_or_subject_noise	0.0
ENSG90000001553	null_or_subject_noise	0.0
ENSG90000001554	null_or_subject_noise	0.0
ENSG90000001555	null_or_subject_noise	0.0
ENSG90000001556	null_or_subject_noise	0.0
ENSG90000001557	null_or_subject_noise	0.0
ENSG90000001558	null_or_subject_noise	0.0
ENSG90000001559	null_or_subject_noise	0.0
ENSG90000001560	null_or_subject_noise	0.0
ENSG90000001561	null_or_subject_noise	0.0
ENSG90000001562	null_or_subject_noise	0.0
ENSG90000001563	null_or_subject_noise	0.0
ENSG90000001564	null_or_subject_noise	0.0
ENSG90000001565	null_or_subject_noise	0.0
ENSG90000001566	null_or_subject_noise	0.0
ENSG90000001567	null_or_subject_noise	0.0
ENSG90000001568	null_or_subject_noise	0.0
ENSG90000001569	null_or_subject_noise	0.0
ENSG90000001570	null_or_subject_noise	0.0
ENSG90000001571	null_or_subject_noise	0.0
ENSG90000001572	null_or_subject_noise	0.0
ENSG90000001573	null_or_subject_noise	0.0
ENSG90000001574	null_or_subject_noise	0.0
ENSG90000001575	null_or_subject_noise	0.0
ENSG90000001576	null_or_subject_noise	0.0
ENSG90000001577	null_or_subject_noise	0.0
ENSG90000001578	null_or_subject_noise	0.0
ENSG90000001579	null_or_subject_noise	0.0
ENSG90000001580	null_or_subject_noise	0.0
ENSG90000001581	null_or_subject_noise	0.0
ENSG90000001582	null_or_subject_noise	0.0
ENSG90000001583	null_or_subject_noise	0.0
ENSG90000001584	null_or_subject_noise	0.0
ENSG90000001585	null_or_subject_noise	0.0
ENSG90000001586	null_or_subject_noise	0.0
ENSG90000001587	null_or_subject_noise	0.0
ENSG90000001588	null_or_subject_noise	0.0
ENSG90000001589	null_or_subject_noise	0.0
ENSG90000001590	null_or_subject_noise	0.0
ENSG90000001591	null_or_subject_noise	0.0
ENSG90000001592	null_or_subject_noise	0.0
ENSG90000001593	null_or_subject_noise	0.0
ENSG90000001594	null_or_subject_noise	0.0
ENSG90000001595	null_or_subject_noise	0.0
ENSG90000001596	null_or_subject_noise	0.0
ENSG90000001597	null_or_subject_noise	0.0
ENSG90000001598	null_or_subject_noise	0.0
ENSG90000001599	null_or_subject_noise	0.0
ENSG90000001600	null_or_subject_noise	0.0
ENSG90000001601	null_or_subject_noise	0.0
ENSG90000001602	null_or_subject_noise	0.0
ENSG90000001603	null_or_subject_noise	0.0
ENSG90000001604	null_or_subject_noise	0.0
ENSG90000001605	null_or_subject_noise	0.0
ENSG90000001606	null_or_subject_noise	0.0
ENSG90000001607	null_or_subject_noise	0.0
ENSG90000001608	null_or_subject_noise	0.0
ENSG90000001609	null_or_subject_noise	0.0
ENSG90000001610	null_or_subject_noise	0.0
ENSG90000001611	null_or_subject_noise	0.0
ENSG90000001612	null_or_subject_noise	0.0
ENSG90000001613	null_or_subject_noise	0.0
ENSG90000001614	null_or_subject_noise	0.0
ENSG90000001615	null_or_subject_noise	0.0
ENSG90000001616	null_or_subject_noise	0.0
ENSG90000001617	null_or_subject_noise	0.0
ENSG90000001618	null_or_subject_noise	0.0
ENSG90000001619	null_or_subject_noise	0.0
ENSG90000001620	null_or_subject_noise	0.0
ENSG90000001621	null_or_subject_noise	0.0
ENSG90000001622	null_or_subject_noise	0.0
ENSG90000001623	null_or_subject_noise	0.0
ENSG90000001624	null_or_subject_noise	0.0
ENSG90000001625	null_or_subject_noise	0.0
ENSG90000001626	null_or_subject_noise	0.0
ENSG90000001627	null_or_subject_noise	0.0
ENSG90000001628	null_or_subject_noise	0.0
ENSG90000001629	null_or_subject_noise	0.0
ENSG90000001630	null_or_subject_noise	0.0
ENSG90000001631	null_or_subject_noise	0.0
ENSG90000001632	null_or_subject_noise	0.0
ENSG90000001633	null_or_subject_noise	0.0
ENSG90000001634	null_or_subject_noise	0.0
ENSG90000001635	null_or_subject_noise	0.0
ENSG90000001636	null_or_subject_noise	0.0
ENSG90000001637	null_or_subject_noise	0.0
ENSG90000001638	null_or_subject_noise	0.0
ENSG90000001639	null_or_subject_noise	0.0
ENSG90000001640	null_or_subject_noise	0.0
ENSG90000001641	null_or_subject_noise	0.0
ENSG90000001642	null_or_subject_noise	0.0
ENSG90000001643	null_or_subject_noise	0.0
ENSG90000001644	null_or_subject_noise	0.0
ENSG90000001645	null_or_subject_noise	0.0
ENSG90000001646	null_or_subject_noise	0.0
ENSG90000001647	null_or_subject_noise	0.0
ENSG90000001648	null_or_subject_noise	0.0
ENSG90000001649	null_or_subject_noise	0.0
ENSG90000001650	null_or_subject_noise	0.0
ENSG90000001651	null_or_subject_noise	0.0
ENSG90000001652	null_or_subject_noise	0.0
ENSG90000001653	null_or_subject_noise	0.0
ENSG90000001654	null_or_subject_noise	0.0
ENSG90000001655	null_or_subject_noise	0.0
ENSG90000001656	null_or_subject_noise	0.0
ENSG90000001657	null_or_subject_noise	0.0
ENSG90000001658	null_or_subject_noise	0.0
ENSG90000001659	null_or_subject_noise	0.0
ENSG90000001660	null_or_subject_noise	0.0
ENSG90000001661	null_or_subject_noise	0.0
ENSG90000001662	null_or_subject_noise	0.0
ENSG90000001663	null_or_subject_noise	0.0
ENSG90000001664	null_or_subject_noise	0.0
ENSG90000001665	null_or_subject_noise	0.0
ENSG90000001666	null_or_subject_noise	0.0
ENSG90000001667	null_or_subject_noise	0.0
ENSG90000001668	null_or_subject_noise	0.0
ENSG90000001669	null_or_subject_noise	0.0
ENSG90000001670	null_or_subject_noise	0.0
ENSG90000001671	null_or_subject_noise	0.0
ENSG90000001672	null_or_subject_noise	0.0
ENSG90000001673	null_or_subject_noise	0.0
ENSG90000001674	null_or_subject_noise	0.0
ENSG90000001675	null_or_subject_noise	0.0
ENSG90000001676	null_or_subject_noise	0.0
ENSG90000001677	null_or_subject_noise	0.0
ENSG90000001678	null_or_subject_noise	0.0
ENSG90000001679	null_or_subject_noise	0.0
ENSG90000001680	null_or_subject_noise	0.0
ENSG90000001681	null_or_subject_noise	0.0
ENSG90000001682	null_or_subject_noise	0.0
ENSG90000001683	null_or_subject_noise	0.0
ENSG90000001684	null_or_subject_noise	0.0
ENSG90000001685	null_or_subject_noise	0.0
ENSG90000001686	null_or_subject_noise	0.0
ENSG90000001687	null_or_subject_noise	0.0
ENSG90000001688	null_or_subject_noise	0.0
ENSG90000001689	null_or_subject_noise	0.0
ENSG90000001690	null_or_subject_noise	0.0
ENSG90000001691	null_or_subject_noise	0.0
ENSG90000001692	null_or_subject_noise	0.0
ENSG90000001693	null_or_subject_noise	0.0
ENSG90000001694	null_or_subject_noise	0.0
ENSG90000001695	null_or_subject_noise	0.0
ENSG90000001696	null_or_subject_noise	0.0
ENSG90000001697	null_or_subject_noise	0.0
ENSG90000001698	null_or_subject_noise	0.0
ENSG90000001699	null_or_subject_noise	0.0
ENSG90000001700	null_or_subject_noise	0.0
ENSG90000001701	null_or_subject_noise	0.0
ENSG90000001702	null_or_subject_noise	0.0
ENSG90000001703	null_or_subject_noise	0.0
ENSG90000001704	null_or_subject_noise	0.0
ENSG90000001705	null_or_subject_noise	0.0
ENSG90000001706	null_or_subject_noise	0.0
ENSG90000001707	null_or_subject_noise	0.0
ENSG90000001708	null_or_subject_noise	0.0
ENSG90000001709	null_or_subject_noise	0.0
ENSG90000001710	null_or_subject_noise	0.0
ENSG90000001711	null_or_subject_noise	0.0
ENSG90000001712	null_or_subject_noise	0.0
ENSG90000001713	null_or_subject_noise	0.0
ENSG90000001714	null_or_subject_noise	0.0
ENSG90000001715	null_or_subject_noise	0.0
ENSG90000001716	null_or_subject_noise	0.0
ENSG90000001717	null_or_subject_noise	0.0
ENSG90000001718	null_or_subject_noise	0.0
ENSG90000001719	null_or_subject_noise	0.0
ENSG90000001720	null_or_subject_noise	0.0
ENSG90000001721	null_or_subject_noise	0.0
ENSG90000001722	null_or_subject_noise	0.0
ENSG90000001723	null_or_subject_noise	0.0
ENSG90000001724	null_or_subject_noise	0.0
ENSG90000001725	null_or_subject_noise	0.0
ENSG90000001726	null_or_subject_noise	0.0
ENSG90000001727	null_or_subject_noise	0.0
ENSG90000001728	null_or_subject_noise	0.0
ENSG90000001729	null_or_subject_noise	0.0
ENSG90000001730	null_or_subject_noise	0.0
ENSG90000001731	null_or_subject_noise	0.0
ENSG90000001732	null_or_subject_noise	0.0
ENSG90000001733	null_or_subject_noise	0.0
ENSG90000001734	null_or_subject_noise	0.0
ENSG90000001735	null_or_subject_noise	0.0
ENSG90000001736	null_or_subject_noise	0.0
ENSG90000001737	null_or_subject_noise	0.0
ENSG90000001738	null_or_subject_noise	0.0
ENSG90000001739	null_or_subject_noise	0.0
ENSG90000001740	null_or_subject_noise	0.0
ENSG90000001741	null_or_subject_noise	0.0
ENSG90000001742	null_or_subject_noise	0.0
ENSG90000001743	null_or_subject_noise	0.0
ENSG90000001744	null_or_subject_noise	0.0
ENSG90000001745	null_or_subject_noise	0.0
ENSG90000001746	null_or_subject_noise	0.0
ENSG90000001747	null_or_subject_noise	0.0
ENSG90000001748	null_or_subject_noise	0.0
ENSG90000001749	null_or_subject_noise	0.0
ENSG90000001750	null_or_subject_noise	0.0
ENSG90000001751	null_or_subject_noise	0.0
ENSG90000001752	null_or_subject_noise	0.0
ENSG90000001753	null_or_subject_noise	0.0
ENSG90000001754	null_or_subject_noise	0.0
ENSG90000001755	null_or_subject_noise	0.0
ENSG90000001756	null_or_subject_noise	0.0
ENSG90000001757	null_or_subject_noise	0.0
ENSG90000001758	null_or_subject_noise	0.0
ENSG90000001759	null_or_subject_noise	0.0
ENSG90000001760	null_or_subject_noise	0.0
ENSG90000001761	null_or_subject_noise	0.0
ENSG90000001762	null_or_subject_noise	0.0
ENSG90000001763	null_or_subject_noise	0.0
ENSG90000001764	null_or_subject_noise	0.0
ENSG90000001765	null_or_subject_noise	0.0
ENSG90000001766	null_or_subject_noise	0.0
ENSG90000001767	null_or_subject_noise	0.0
ENSG90000001768	null_or_subject_noise	0.0
ENSG90000001769	null_or_subject_noise	0.0
ENSG90000001770	null_or_subject_noise	0.0
ENSG90000001771	null_or_subject_noise	0.0
ENSG90000001772	null_or_subject_noise	0.0
ENSG90000001773	null_or_subject_noise	0.0
ENSG90000001774	null_or_subject_noise	0.0
ENSG90000001775	null_or_subject_noise	0.0
ENSG90000001776	null_or_subject_noise	0.0
ENSG90000001777	null_or_subject_noise	0.0
ENSG90000001778	null_or_subject_noise	0.0
ENSG90000001779	null_or_subject_noise	0.0
ENSG90000001780	null_or_subject_noise	0.0
ENSG90000001781	null_or_subject_noise	0.0
ENSG90000001782	null_or_subject_noise	0.0
ENSG90000001783	null_or_subject_noise	0.0
ENSG90000001784	null_or_subject_noise	0.0
ENSG90000001785	null_or_subject_noise	0.0
ENSG90000001786	null_or_subject_noise	0.0
ENSG90000001787	null_or_subject_noise	0.0
ENSG90000001788	null_or_subject_noise	0.0
ENSG90000001789	null_or_subject_noise	0.0
ENSG90000001790	null_or_subject_noise	0.0
ENSG90000001791	null_or_subject_noise	0.0
ENSG90000001792	null_or_subject_noise	0.0
ENSG90000001793	null_or_subject_noise	0.0
ENSG90000001794	null_or_subject_noise	0.0
ENSG90000001795	null_or_subject_noise	0.0
ENSG90000001796	null_or_subject_noise	0.0
ENSG90000001797	null_or_subject_noise	0.0
ENSG90000001798	null_or_subject_noise	0.0
ENSG90000001799	null_or_subject_noise	0.0
ENSG90000001800	null_or_subject_noise	0.0
ENSG90000001801	null_or_subject_noise	0.0
ENSG90000001802	null_or_subject_noise	0.0
ENSG90000001803	null_or_subject_noise	0.0
ENSG90000001804	null_or_subject_noise	0.0
ENSG90000001805	null_or_subject_noise	0.0
ENSG90000001806	null_or_subject_noise	0.0
ENSG90000001807	null_or_subject_noise	0.0
ENSG90000001808	null_or_subject_noise	0.0
ENSG90000001809	null_or_subject_noise	0.0
ENSG90000001810	null_or_subject_noise	0.0
ENSG90000001811	null_or_subject_noise	0.0
ENSG90000001812	null_or_subject_noise	0.0
ENSG90000001813	null_or_subject_noise	0.0
ENSG90000001814	null_or_subject_noise	0.0
ENSG90000001815	null_or_subject_noise	0.0
ENSG90000001816	null_or_subject_noise	0.0
ENSG90000001817	null_or_subject_noise	0.0
ENSG90000001818	null_or_subject_noise	0.0
ENSG90000001819	null_or_subject_noise	0.0
ENSG90000001820	null_or_subject_noise	0.0
ENSG90000001821	null_or_subject_noise	0.0
ENSG90000001822	null_or_subject_noise	0.0
ENSG90000001823	null_or_subject_noise	0.0
ENSG90000001824	null_or_subject_noise	0.0
ENSG90000001825	null_or_subject_noise	0.0
ENSG90000001826	null_or_subject_noise	0.0
ENSG90000001827	null_or_subject_noise	0.0
ENSG90000001828	null_or_subject_noise	0.0
ENSG90000001829	null_or_subject_noise	0.0
ENSG90000001830	null_or_subject_noise	0.0
ENSG90000001831	null_or_subject_noise	0.0
ENSG90000001832	null_or_subject_noise	0.0
ENSG90000001833	null_or_subject_noise	0.0
ENSG90000001834	null_or_subject_noise	0.0
ENSG90000001835	null_or_subject_noise	0.0
ENSG90000001836	null_or_subject_noise	0.0
ENSG90000001837	null_or_subject_noise	0.0
ENSG90000001838	null_or_subject_noise	0.0
ENSG90000001839	null_or_subject_noise	0.0
ENSG90000001840	null_or_subject_noise	0.0
ENSG90000001841	null_or_subject_noise	0.0
ENSG90000001842	null_or_subject_noise	0.0
ENSG90000001843	null_or_subject_noise	0.0
ENSG90000001844	null_or_subject_noise	0.0
ENSG90000001845	null_or_subject_noise	0.0
ENSG90000001846	null_or_subject_noise	0.0
ENSG90000001847	null_or_subject_noise	0.0
ENSG90000001848	null_or_subject_noise	0.0
ENSG90000001849	null_or_subject_noise	0.0
ENSG90000001850	null_or_subject_noise	0.0
ENSG90000001851	null_or_subject_noise	0.0
ENSG90000001852	null_or_subject_noise	0.0
ENSG90000001853	null_or_subject_noise	0.0
ENSG90000001854	null_or_subject_noise	0.0
ENSG90000001855	null_or_subject_noise	0.0
ENSG90000001856	null_or_subject_noise	0.0
ENSG90000001857	null_or_subject_noise	0.0
ENSG90000001858	null_or_subject_noise	0.0
ENSG90000001859	null_or_subject_noise	0.0
ENSG90000001860	null_or_subject_noise	0.0
ENSG90000001861	null_or_subject_noise	0.0
ENSG90000001862	null_or_subject_noise	0.0
ENSG90000001863	null_or_subject_noise	0.0
ENSG90000001864	null_or_subject_noise	0.0
ENSG90000001865	null_or_subject_noise	0.0
ENSG90000001866	null_or_subject_noise	0.0
ENSG90000001867	null_or_subject_noise	0.0
ENSG90000001868	null_or_subject_noise	0.0
ENSG90000001869	null_or_subject_noise	0.0
ENSG90000001870	null_or_subject_noise	0.0
ENSG90000001871	null_or_subject_noise	0.0
ENSG90000001872	null_or_subject_noise	0.0
ENSG90000001873	null_or_subject_noise	0.0
ENSG90000001874	null_or_subject_noise	0.0
ENSG90000001875	null_or_subject_noise	0.0
ENSG90000001876	null_or_subject_noise	0.0
ENSG90000001877	null_or_subject_noise	0.0
ENSG90000001878	null_or_subject_noise	0.0
ENSG90000001879	null_or_subject_noise	0.0
ENSG90000001880	null_or_subject_noise	0.0
ENSG90000001881	null_or_subject_noise	0.0
ENSG90000001882	null_or_subject_noise	0.0
ENSG90000001883	null_or_subject_noise	0.0
ENSG90000001884	null_or_subject_noise	0.0
ENSG90000001885	null_or_subject_noise	0.0
ENSG90000001886	null_or_subject_noise	0.0
ENSG90000001887	null_or_subject_noise	0.0
ENSG90000001888	null_or_subject_noise	0.0
ENSG90000001889	null_or_subject_noise	0.0
ENSG90000001890	null_or_subject_noise	0.0
ENSG90000001891	null_or_subject_noise	0.0
ENSG90000001892	null_or_subject_noise	0.0
ENSG90000001893	null_or_subject_noise	0.0
ENSG90000001894	null_or_subject_noise	0.0
ENSG90000001895	null_or_subject_noise	0.0
ENSG90000001896	null_or_subject_noise	0.0
ENSG90000001897	null_or_subject_noise	0.0
ENSG90000001898	null_or_subject_noise	0.0
ENSG90000001899	null_or_subject_noise	0.0
ENSG90000001900	null_or_subject_noise	0.0
ENSG90000001901	null_or_subject_noise	0.0
ENSG90000001902	null_or_subject_noise	0.0
ENSG90000001903	null_or_subject_noise	0.0
ENSG90000001904	null_or_subject_noise	0.0
ENSG90000001905	null_or_subject_noise	0.0
ENSG90000001906	null_or_subject_noise	0.0
ENSG90000001907	null_or_subject_noise	0.0
ENSG90000001908	null_or_subject_noise	0.0
ENSG90000001909	null_or_subject_noise	0.0
ENSG90000001910	null_or_subject_noise	0.0
